char,hanviet,pinyin
啕,['đào'],*
啖,['đạm'],*
啗,['đạm'],*
啜,['xuyết'],*
啣,['hàm'],*
啥,['xá'],*
啦,['lạp'],*
啪,['ba'],*
啵,['ba'],*
啶,['đính'],*
啷,['lang'],*
啼,['đề'],*
啽,['ngàm'],*
喃,['nam'],*
喇,['lạt'],*
喉,['hầu'],*
喋,['điệp'],*
喌,['châu'],*
喓,['yêu'],*
喘,['suyễn'],*
喚,['hoán'],*
喟,['vị'],*
喣,['hú'],*
喤,['hoàng'],*
喥,['đạc'],*
喦,['nham'],*
喧,['huyên'],*
喨,['lượng'],*
喩,['dụ'],*
喫,['khiết'],*
喭,['ngạn'],*
喱,['ly'],*
喳,['tra'],*
喵,['miêu'],*
喹,['khuê'],*
喿,['táo'],*
嗀,['hác'],*
嗁,['đề'],*
嗅,['khứu'],*
嗇,['sắc'],*
嗉,['tố'],*
嗊,['cống'],*
嗍,['thoa'],*
嗑,['hạp'],*
嗓,['tảng'],*
嗖,['sưu'],*
嗚,['ô'],*
嗜,['thị'],*
嗝,['cách'],*
嗟,['ta'],*
嗣,['tự'],*
嗥,['hào'],*
嗨,['hải'],*
嗩,['toả'],*
嗯,['ân'],*
嗶,['tất'],*
嗹,['liên'],*
嗿,['thám'],*
嘂,['khiếu'],*
嘅,['khái'],*
嘆,['thán'],*
嘈,['tào'],*
嘉,['gia'],*
嘌,['phiêu'],*
嘍,['lâu'],*
嘏,['hỗ'],*
嘓,['quắc'],*
嘗,['thường'],*
嘛,['ma'],*
嘞,['lặc'],*
嘟,['đô'],*
嘠,['dát'],*
嘡,['thang'],*
嘣,['băng'],*
嘦,['khiếu'],*
嘧,['mật'],*
嘩,['hoa'],*
嘫,['nhiên'],*
嘲,['trào'],*
嘴,['chuỷ'],*
嘵,['hiêu'],*
嘷,['hào'],*
嘹,['liệu'],*
噌,['tăng'],*
噎,['ế'],*
噏,['hấp'],*
噓,['hư'],*
噔,['đăng'],*
噘,['quyết'],*
噙,['cầm'],*
噚,['tầm'],*
噛,['giảo'],*
噞,['nghiệm'],*
噠,['đát'],*
噤,['cấm'],*
噥,['nông'],*
器,['khí'],*
噩,['ngạc'],*
噪,['táo'],*
噬,['phệ'],*
噱,['cược'],*
噳,['ngu'],*
噶,['cát'],*
噷,['hâm'],*
噸,['đốn'],*
嚀,['ninh'],*
嚃,['tháp'],*
嚅,['nhu'],*
嚆,['hao'],*
嚇,['hách'],*
嚎,['hào'],*
嚐,['thường'],*
嚓,['sát'],*
嚗,['bác'],*
嚚,['ngân'],*
嚞,['triết'],*
嚦,['lịch'],*
嚨,['lung'],*
嚬,['tần'],*
嚲,['đả'],*
嚳,['khốc'],*
嚴,['nghiêm'],*
嚵,['sàm'],*
嚶,['anh'],*
嚼,['tước'],*
囀,['chuyển'],*
囂,['hiêu'],*
囈,['nghệ'],*
囉,['la'],*
囊,['nang'],*
囌,['tô'],*
囑,['chúc'],*
囔,['nang'],*
囙,['nhân'],*
囚,['tù'],*
四,['tứ'],*
囟,['tín'],*
因,['nhân'],*
団,['đoàn'],*
囦,['uyên'],*
囧,['quýnh'],*
囫,['hốt'],*
囬,['hồi'],*
囮,['ngoa'],*
囯,['quốc'],*
困,['khốn'],*
囲,['vy'],*
図,['đồ'],*
囶,['quốc'],*
囷,['khuân'],*
囹,['linh'],*
固,['cố'],*
囻,['quốc'],*
圀,['quốc'],*
圃,['phố'],*
圄,['ngữ'],*
圅,['hàm'],*
圇,['luân'],*
圊,['thanh'],*
國,['quốc'],*
園,['viên'],*
圓,['viên'],*
圖,['đồ'],*
團,['đoàn'],*
圛,['dịch'],*
在,['tại'],*
圩,['vu'],*
圪,['khất'],*
圬,['ô'],*
圭,['khuê'],*
圮,['bĩ'],*
圯,['di'],*
地,['địa'],*
圳,['quyến'],*
址,['chỉ'],*
坋,['phấn'],*
坍,['than'],*
坎,['khảm'],*
坐,['toạ'],*
坑,['khanh'],*
坒,['bệ'],*
坕,['kinh'],*
坤,['khôn'],*
坦,['thản'],*
坨,['đà'],*
坩,['kham'],*
坪,['bình'],*
坫,['điếm'],*
坭,['nê'],*
坰,['quynh'],*
坲,['phật'],*
坳,['ao'],*
坴,['lục'],*
坼,['sách'],*
坿,['phụ'],*
垂,['thuỳ'],*
型,['hình'],*
垕,['hậu'],*
垖,['đôi'],*
垗,['triệu'],*
垚,['nghiêu'],*
垛,['đoá'],*
垜,['đoá'],*
垞,['xá'],*
垢,['cấu'],*
垣,['viên'],*
垤,['điệt'],*
垯,['đáp'],*
垵,['am'],*
垾,['hạn'],*
埂,['canh'],*
埃,['ai'],*
埆,['xác'],*
埌,['lãng'],*
埒,['liệt'],*
埕,['trình'],*
埜,['dã'],*
埝,['niệm'],*
域,['vực'],*
埠,['phụ'],*
埧,['cụ'],*
埭,['đại'],*
埯,['am'],*
埳,['khảm'],*
埴,['thực'],*
執,['chấp'],*
埸,['dịch'],*
基,['cơ'],*
埼,['kỳ'],*
埽,['tảo'],*
堀,['quật'],*
堃,['khôn'],*
堅,['kiên'],*
堇,['cận'],*
堉,['dục'],*
堊,['ác'],*
堋,['bằng'],*
堎,['lăng'],*
堘,['thăng'],*
堙,['nhân'],*
堞,['điệp'],*
堠,['hậu'],*
堡,['bảo'],*
堦,['giai'],*
堧,['nhuyên'],*
堪,['kham'],*
堭,['hoàng'],*
堮,['ngạc'],*
堯,['nghiêu'],*
堰,['yển'],*
報,['báo'],*
堲,['tức'],*
堳,['thi'],*
堵,['đổ'],*
堽,['cương'],*
塃,['hoang'],*
塄,['lăng'],*
塊,['khối'],*
塌,['tháp'],*
塏,['khải'],*
塑,['tố'],*
塒,['thì'],*
塓,['mịch'],*
塕,['ổng'],*
塘,['đường'],*
塠,['đôi'],*
塢,['ổ'],*
塤,['huân'],*
塥,['cách'],*
塩,['diêm'],*
塵,['trần'],*
塼,['chuyên'],*
塽,['sảng'],*
塾,['thục'],*
墀,['trì'],*
墁,['mạn'],*
境,['cảnh'],*
墈,['khám'],*
墐,['cận'],*
墓,['mộ'],*
増,['tăng'],*
墜,['truỵ'],*
增,['tăng'],*
墠,['thiện'],*
墦,['phiền'],*
墨,['mặc'],*
墩,['đôn'],*
墫,['tôn'],*
墬,['địa'],*
墰,['đàm'],*
墻,['tường'],*
墼,['kích'],*
墾,['khẩn'],*
壁,['bích'],*
壄,['dã'],*
壇,['đàn'],*
壈,['lẫm'],*
壎,['huân'],*
壑,['hác'],*
壒,['ái'],*
壔,['đảo'],*
壕,['hào'],*
壖,['nhuyên'],*
壙,['khoáng'],*
壜,['đàm'],*
壝,['duy'],*
壟,['lũng'],*
壠,['lũng'],*
壢,['lịch'],*
壤,['nhưỡng'],*
壩,['bá'],*
士,['sĩ'],*
壱,['nhất'],*
壴,['trú'],*
壹,['nhất'],*
壺,['hồ'],*
壻,['tế'],*
壽,['thọ'],*
壿,['chung'],*
夀,['thọ'],*
夅,['hàng'],*
夌,['lăng'],*
夔,['quỳ'],*
夕,['tịch'],*
外,['ngoại'],*
夗,['uyển'],*
夙,['túc'],*
多,['đa'],*
夣,['mộng'],*
天,['thiên'],*
太,['thái'],*
央,['ương'],*
失,['thất'],*
夷,['di'],*
夾,['giáp'],*
奈,['nại'],*
奎,['khuê'],*
奐,['hoán'],*
奕,['dịch'],*
套,['sáo'],*
奚,['hề'],*
奠,['điện'],*
奡,['ngạo'],*
奢,['xa'],*
奨,['tưởng'],*
奩,['liêm'],*
奪,['đoạt'],*
奬,['tưởng'],*
奭,['thích'],*
奮,['phấn'],*
奴,['nô'],*
奶,['nãi'],*
妁,['chước'],*
如,['như'],*
妉,['đam'],*
妍,['nghiên'],*
妒,['đố'],*
妖,['yêu'],*
妗,['cấm'],*
妘,['vân'],*
妙,['diệu'],*
妝,['trang'],*
妞,['nữu'],*
妤,['dư'],*
妥,['thoả'],*
妬,['đố'],*
妮,['ni'],*
妸,['a'],*
妹,['muội'],*
妾,['thiếp'],*
姅,['bán'],*
姉,['tỷ'],*
姑,['cô'],*
姓,['tính'],*
姘,['phanh'],*
姙,['nhâm'],*
姜,['khương'],*
姞,['cật'],*
姤,['cấu'],*
姦,['gian'],*
姧,['gian'],*
姨,['di'],*
姪,['điệt'],*
姫,['cơ'],*
姬,['cơ'],*
姮,['hằng'],*
姱,['khoa'],*
姸,['nghiên'],*
姻,['nhân'],*
姽,['quỷ'],*
姿,['tư'],*
娃,['oa'],*
娑,['sa'],*
娒,['mỗ'],*
娘,['nương'],*
娛,['ngu'],*
娟,['quyên'],*
娠,['thần'],*
娥,['nga'],*
娯,['ngu'],*
娶,['thú'],*
娼,['xướng'],*
婆,['bà'],*
婉,['uyển'],*
婊,['biểu'],*
婕,['tiệp'],*
婚,['hôn'],*
婣,['nhân'],*
婤,['chu'],*
婦,['phụ'],*
婧,['tinh'],*
婪,['lam'],*
婬,['dâm'],*
婭,['á'],*
婷,['đình'],*
婹,['yêu'],*
婺,['vụ'],*
婿,['tế'],*
媄,['mỹ'],*
媅,['đam'],*
媍,['phụ'],*
媒,['môi'],*
媖,['anh'],*
媚,['mị'],*
媞,['thị'],*
媢,['mạo'],*
媧,['oa'],*
媯,['quy'],*
媰,['trâu'],*
媳,['tức'],*
媻,['bàn'],*
媼,['ảo'],*
媾,['cấu'],*
媿,['quý'],*
嫁,['giá'],*
嫂,['tẩu'],*
嫄,['nguyên'],*
嫈,['oanh'],*
嫉,['tật'],*
嫌,['hiềm'],*
嫏,['lang'],*
嫕,['ế'],*
嫘,['luy'],*
嫜,['chương'],*
嫡,['đích'],*
嫣,['yên'],*
嫦,['thường'],*
嫩,['nộn'],*
嫪,['liệu'],*
嫫,['mô'],*
嫭,['hộ'],*
嫮,['hộ'],*
嫵,['vũ'],*
嫺,['nhàn'],*
嫻,['nhàn'],*
嫽,['liêu'],*
嬀,['quy'],*
嬃,['tu'],*
嬌,['kiều'],*
嬖,['bế'],*
嬗,['thiện'],*
嬙,['tường'],*
嬡,['ái'],*
嬢,['nương'],*
嬪,['tần'],*
嬬,['nhu'],*
嬰,['anh'],*
嬴,['doanh'],*
嬸,['thẩm'],*
嬿,['yến'],*
孀,['sương'],*
孃,['nương'],*
孌,['luyến'],*
孏,['lãn'],*
孔,['khổng'],*
孕,['dựng'],*
字,['tự'],*
存,['tồn'],*
孚,['phu'],*
孛,['bột'],*
孜,['tư'],*
孝,['hiếu'],*
孢,['bào'],*
季,['quý'],*
孤,['cô'],*
孨,['chuyển'],*
孩,['hài'],*
孰,['thục'],*
孱,['sàn'],*
孳,['tư'],*
學,['học'],*
孺,['nhụ'],*
孻,['nai'],*
孼,['nghiệt'],*
孽,['nghiệt'],*
宀,['miên'],*
宂,['nhũng'],*
宄,['quỹ'],*
宅,['trạch'],*
宇,['vũ'],*
宋,['tống'],*
完,['hoàn'],*
宍,['nhục'],*
宕,['đãng'],*
官,['quan'],*
宙,['trụ'],*
宜,['nghi'],*
客,['khách'],*
宣,['tuyên'],*
室,['thất'],*
宥,['hựu'],*
宦,['hoạn'],*
宧,['di'],*
宬,['thành'],*
宮,['cung'],*
宰,['tể'],*
宴,['yến'],*
宵,['tiêu'],*
宸,['thần'],*
宼,['khấu'],*
寀,['thái'],*
寂,['tịch'],*
寃,['oan'],*
寅,['dần'],*
密,['mật'],*
寇,['khấu'],*
富,['phú'],*
寎,['kính'],*
寐,['mị'],*
寑,['tẩm'],*
寒,['hàn'],*
寓,['ngụ'],*
寕,['ninh'],*
寖,['tẩm'],*
寘,['trí'],*
寛,['khoan'],*
寞,['mịch'],*
察,['sát'],*
寡,['quả'],*
寢,['tẩm'],*
寥,['liêu'],*
寨,['trại'],*
審,['thẩm'],*
寫,['tả'],*
寬,['khoan'],*
寮,['liêu'],*
寰,['hoàn'],*
寵,['sủng'],*
寸,['thốn'],*
寺,['tự'],*
対,['đối'],*
封,['phong'],*
専,['chuyên'],*
尃,['phu'],*
尅,['khắc'],*
專,['chuyên'],*
尊,['tôn'],*
尋,['tầm'],*
尌,['thụ'],*
對,['đối'],*
導,['đạo'],*
小,['tiểu'],*
尒,['nhĩ'],*
尓,['nhĩ'],*
尖,['tiêm'],*
尗,['thúc'],*
尙,['thượng'],*
尚,['thượng'],*
尟,['tiển'],*
尠,['tiển'],*
尤,['vưu'],*
尪,['uông'],*
尬,['giới'],*
尰,['thũng'],*
就,['tựu'],*
尶,['giam'],*
尸,['thi'],*
尾,['vĩ'],*
局,['cục'],*
屁,['thí'],*
屆,['giới'],*
屋,['ốc'],*
屍,['thi'],*
屐,['kịch'],*
屑,['tiết'],*
展,['triển'],*
屖,['tê'],*
屜,['thế'],*
屝,['phỉ'],*
屢,['lũ'],*
層,['tầng'],*
屧,['tiệp'],*
屨,['lũ'],*
屪,['liêu'],*
屮,['triệt'],*
屴,['lực'],*
屹,['ngật'],*
屼,['ngột'],*
岅,['phản'],*
岈,['ha'],*
岊,['tiết'],*
岌,['ngập'],*
岍,['khiên'],*
岑,['sầm'],*
岒,['kiềm'],*
岝,['trách'],*
岞,['trách'],*
岡,['cương'],*
岢,['khả'],*
岧,['thiều'],*
岨,['thư'],*
岩,['nham'],*
岫,['tụ'],*
岬,['giáp'],*
岱,['đại'],*
岳,['nhạc'],*
岵,['hỗ'],*
岸,['ngạn'],*
岹,['thiều'],*
峇,['khạp'],*
峋,['tuân'],*
峚,['mật'],*
峞,['quỵ'],*
峨,['nga'],*
峩,['nga'],*
峭,['tiễu'],*
峯,['phong'],*
峰,['phong'],*
島,['đảo'],*
峻,['tuấn'],*
崁,['khám'],*
崇,['sùng'],*
崋,['hoa'],*
崌,['cư'],*
崍,['lai'],*
崑,['côn'],*
崖,['nhai'],*
崗,['cương'],*
崚,['lăng'],*
崛,['quật'],*
崞,['quách'],*
崢,['tranh'],*
崦,['yêm'],*
崧,['tung'],*
崩,['băng'],*
崮,['cố'],*
崳,['du'],*
崴,['uy'],*
崿,['ngạc'],*
嵂,['luật'],*
嵇,['kê'],*
嵊,['thặng'],*
嵐,['lam'],*
嵒,['nham'],*
嵗,['tuế'],*
嵩,['tung'],*
嵫,['tư'],*
嵯,['tha'],*
嵺,['lũ'],*
嵾,['sâm'],*
嶁,['lũ'],*
嶂,['chướng'],*
嶅,['ngao'],*
嶇,['khu'],*
嶋,['đảo'],*
嶌,['đảo'],*
嶒,['tằng'],*
嶓,['ba'],*
嶗,['lao'],*
嶙,['lân'],*
嶝,['đặng'],*
嶞,['đoạ'],*
嶟,['tôn'],*
嶡,['quyết'],*
嶢,['nghiêu'],*
嶧,['dịch'],*
嶪,['nghiệp'],*
嶫,['nghiệp'],*
嶮,['hiểm'],*
嶰,['giải'],*
嶲,['tây'],*
嶴,['áo'],*
嶸,['vanh'],*
嶽,['nhạc'],*
巃,['lung'],*
巆,['vanh'],*
巉,['sàm'],*
巍,['nguy'],*
巒,['loan'],*
巓,['điên'],*
巔,['điên'],*
巖,['nham'],*
巜,['quái'],*
川,['xuyên'],*
州,['châu'],*
巟,['hoang'],*
巠,['kinh'],*
巢,['sào'],*
巣,['sào'],*
工,['công'],*
巧,['xảo'],*
巫,['vu'],*
已,['dĩ'],*
巴,['ba'],*
巵,['chi'],*
巷,['hạng'],*
巹,['cẩn'],*
巻,['quyển'],*
巽,['tốn'],*
巾,['cân'],*
市,['thị'],*
布,['bố'],*
帄,['đinh'],*
帋,['chỉ'],*
帘,['liêm'],*
帛,['bạch'],*
帝,['đế'],*
帡,['bình'],*
帣,['quyến'],*
帨,['thuế'],*
師,['sư'],*
帬,['quần'],*
席,['tịch'],*
帰,['quy'],*
帲,['bình'],*
帳,['trướng'],*
帷,['duy'],*
常,['thường'],*
帽,['mạo'],*
幀,['tránh'],*
幄,['ác'],*
幇,['bang'],*
幈,['bình'],*
幋,['bàn'],*
幌,['hoảng'],*
幏,['giá'],*
幑,['huy'],*
幔,['mạn'],*
幗,['quắc'],*
幘,['trách'],*
幙,['mạc'],*
幚,['bang'],*
幟,['xí'],*
幠,['hu'],*
幣,['tệ'],*
幦,['mịch'],*
幩,['phần'],*
幪,['mông'],*
幫,['bang'],*
幮,['trù'],*
年,['niên'],*
幵,['kiên'],*
幸,['hạnh'],*
幽,['u'],*
庀,['phỉ'],*
床,['sàng'],*
序,['tự'],*
底,['để'],*
店,['điếm'],*
庚,['canh'],*
府,['phủ'],*
庠,['tường'],*
庥,['hưu'],*
庫,['khố'],*
庵,['am'],*
庶,['thứ'],*
庹,['thoả'],*
庽,['ngụ'],*
庾,['dữu'],*
庿,['miếu'],*
廀,['sưu'],*
廄,['cứu'],*
廆,['hối'],*
廈,['hạ'],*
廉,['liêm'],*
廊,['lang'],*
廋,['sưu'],*
廏,['cứu'],*
廐,['cứu'],*
廒,['ngao'],*
廚,['trù'],*
廛,['triền'],*
廝,['tư'],*
廟,['miếu'],*
廠,['xưởng'],*
廢,['phế'],*
廥,['quái'],*
廧,['tường'],*
廩,['lẫm'],*
廱,['ung'],*
廴,['dẫn'],*
廵,['tuần'],*
廷,['đình'],*
廸,['địch'],*
廻,['hồi'],*
廼,['nãi'],*
弄,['lộng'],*
弈,['dịch'],*
弋,['dặc'],*
弌,['nhất'],*
弍,['nhị'],*
弎,['tam'],*
式,['thức'],*
弒,['thí'],*
弓,['cung'],*
弗,['phất'],*
弘,['hoằng'],*
弛,['thỉ'],*
弝,['bá'],*
弢,['thao'],*
弣,['phủ'],*
弤,['để'],*
弦,['huyền'],*
弨,['siêu'],*
弩,['nỗ'],*
弮,['khuyên'],*
弰,['sao'],*
弱,['nhược'],*
弶,['cương'],*
弼,['bật'],*
彀,['cấu'],*
彄,['khu'],*
彎,['loan'],*
彔,['lục'],*
彖,['thoán'],*
彗,['tuệ'],*
彘,['trệ'],*
彛,['di'],*
彞,['di'],*
彠,['hoạch'],*
形,['hình'],*
彤,['đồng'],*
彥,['ngạn'],*
彧,['úc'],*
彪,['bưu'],*
彫,['điêu'],*
彬,['bân'],*
彰,['chương'],*
影,['ảnh'],*
役,['dịch'],*
彼,['bỉ'],*
彽,['đê'],*
彿,['phất'],*
往,['vãng'],*
徂,['tồ'],*
徃,['vãng'],*
待,['đãi'],*
徉,['dương'],*
徊,['hồi'],*
律,['luật'],*
徐,['từ'],*
徑,['kính'],*
徒,['đồ'],*
従,['tòng'],*
得,['đắc'],*
徘,['bồi'],*
徜,['thảng'],*
徧,['biến'],*
徨,['hoàng'],*
循,['tuần'],*
徭,['dao'],*
徳,['đức'],*
德,['đức'],*
徹,['triệt'],*
徽,['huy'],*
心,['tâm'],*
忄,['tâm'],*
必,['tất'],*
忉,['đao'],*
忍,['nhẫn'],*
忒,['thắc'],*
志,['chí'],*
忙,['mang'],*
応,['ưng'],*
忝,['thiểm'],*
忞,['mân'],*
忠,['trung'],*
忤,['ngỗ'],*
忪,['chung'],*
快,['khoái'],*
忭,['biện'],*
忱,['thầm'],*
忲,['thái'],*
念,['niệm'],*
忺,['hiêm'],*
忽,['hốt'],*
忿,['phẫn'],*
怊,['siêu'],*
怍,['tạc'],*
怏,['ưởng'],*
怒,['nộ'],*
怔,['chinh'],*
怙,['hỗ'],*
怛,['đát'],*
怞,['du'],*
怠,['đãi'],*
怡,['di'],*
急,['cấp'],*
怦,['phanh'],*
性,['tính'],*
怩,['ni'],*
怪,['quái'],*
怭,['tất'],*
怯,['khiếp'],*
怱,['thông'],*
怲,['bính'],*
怳,['hoảng'],*
怵,['truật'],*
恃,['thị'],*
恇,['khuông'],*
恉,['chỉ'],*
恍,['hoảng'],*
恔,['hiệu'],*
恕,['thứ'],*
恙,['dạng'],*
恛,['hồi'],*
恝,['kiết'],*
恟,['hung'],*
恠,['quái'],*
恡,['lận'],*
恢,['khôi'],*
恤,['tuất'],*
恥,['sỉ'],*
恧,['nục'],*
恨,['hận'],*
恩,['ân'],*
恪,['khác'],*
恬,['điềm'],*
恭,['cung'],*
息,['tức'],*
恿,['dũng'],*
悀,['dũng'],*
悃,['khổn'],*
悅,['duyệt'],*
悆,['dự'],*
悉,['tất'],*
悊,['triết'],*
悍,['hãn'],*
悐,['thích'],*
悒,['ấp'],*
悕,['hy'],*
悚,['tủng'],*
悞,['ngộ'],*
悟,['ngộ'],*
悠,['du'],*
患,['hoạn'],*
悤,['thông'],*
悧,['lợi'],*
悪,['ác'],*
悰,['tông'],*
悱,['phỉ'],*
悲,['bi'],*
悳,['đức'],*
悴,['tuỵ'],*
悵,['trướng'],*
悷,['lệ'],*
悸,['quý'],*
悻,['hãnh'],*
悽,['thê'],*
悾,['không'],*
惄,['nịch'],*
情,['tình'],*
惆,['trù'],*
惇,['đôn'],*
惈,['quả'],*
惌,['uyên'],*
惑,['hoặc'],*
惘,['võng'],*
惜,['tích'],*
惟,['duy'],*
惠,['huệ'],*
惥,['dũng'],*
惦,['điếm'],*
惪,['đức'],*
惱,['não'],*
惲,['uẩn'],*
想,['tưởng'],*
惴,['chuý'],*
惶,['hoàng'],*
惷,['xuẩn'],*
惸,['quỳnh'],*
惻,['trắc'],*
愁,['sầu'],*
愆,['khiên'],*
愈,['dũ'],*
愍,['mẫn'],*
愎,['phức'],*
愐,['miễn'],*
愓,['đãng'],*
愕,['ngạc'],*
愙,['khác'],*
愚,['ngu'],*
愛,['ái'],*
愣,['lăng'],*
愧,['quý'],*
愫,['tố'],*
愷,['khải'],*
愼,['thận'],*
愽,['bác'],*
愿,['nguyện'],*
慁,['hỗn'],*
慂,['dũng'],*
慄,['lật'],*
慆,['thao'],*
慇,['ân'],*
慉,['súc'],*
態,['thái'],*
慎,['thận'],*
慕,['mộ'],*
慘,['thảm'],*
慙,['tàm'],*
慚,['tàm'],*
慝,['thắc'],*
慢,['mạn'],*
慣,['quán'],*
慥,['tháo'],*
慨,['khái'],*
慪,['âu'],*
慱,['đoàn'],*
慷,['khảng'],*
慼,['thích'],*
慽,['thích'],*
慾,['dục'],*
憀,['liêu'],*
憂,['ưu'],*
憇,['khế'],*
憍,['kiêu'],*
憎,['tăng'],*
憒,['hội'],*
憔,['tiều'],*
憖,['ngận'],*
憩,['khế'],*
憪,['hàn'],*
憫,['mẫn'],*
憬,['cảnh'],*
憯,['thảm'],*
憲,['hiến'],*
憶,['ức'],*
憷,['sở'],*
憸,['tiêm'],*
懂,['đổng'],*
懃,['cần'],*
懅,['cứ'],*
懇,['khẩn'],*
懈,['giải'],*
懋,['mậu'],*
懌,['dịch'],*
懍,['lẫm'],*
懠,['tê'],*
懣,['muộn'],*
懤,['trù'],*
懨,['yêm'],*
懫,['chí'],*
懮,['ưu'],*
懲,['trừng'],*
懷,['hoài'],*
懸,['huyền'],*
懺,['sám'],*
懼,['cụ'],*
懾,['nhiếp'],*
懿,['ý'],*
戀,['luyến'],*
戈,['qua'],*
戊,['mậu'],*
戌,['tuất'],*
戍,['thú'],*
戎,['nhung'],*
成,['thành'],*
我,['ngã'],*
戒,['giới'],*
戕,['tường'],*
戛,['kiết'],*
戞,['kiết'],*
戟,['kích'],*
戡,['kham'],*
戢,['tập'],*
戣,['quỳ'],*
戥,['đẳng'],*
截,['tiệt'],*
戮,['lục'],*
戰,['chiến'],*
戶,['hộ'],*
戸,['hộ'],*
戹,['ách'],*
戺,['sĩ'],*
戼,['mão'],*
所,['sở'],*
扆,['ỷ'],*
扈,['hỗ'],*
扉,['phi'],*
手,['thủ'],*
扌,['thủ'],*
才,['tài'],*
扎,['trát'],*
扐,['lặc'],*
托,['thác'],*
扤,['ngột'],*
扭,['nữu'],*
扯,['xả'],*
批,['phê'],*
扻,['tiết'],*
扼,['ách'],*
抄,['sao'],*
抈,['nguyệt'],*
抉,['quyết'],*
抌,['thẩm'],*
抑,['ức'],*
抒,['trữ'],*
抖,['đẩu'],*
抗,['kháng'],*
抝,['ảo'],*
択,['trạch'],*
抴,['duệ'],*
抶,['sất'],*
抹,['mạt'],*
押,['áp'],*
抽,['trừu'],*
抿,['mân'],*
拄,['trụ'],*
拇,['mẫu'],*
拈,['niêm'],*
拉,['lạp'],*
拋,['phao'],*
拎,['linh'],*
拐,['quải'],*
拑,['kiềm'],*
拙,['chuyết'],*
拜,['bái'],*
拝,['bái'],*
拪,['thiên'],*
拫,['ngân'],*
拭,['thức'],*
拱,['củng'],*
拳,['quyền'],*
拴,['thuyên'],*
拶,['tạt'],*
拷,['khảo'],*
拽,['duệ'],*
拿,['nã'],*
持,['trì'],*
指,['chỉ'],*
按,['án'],*
挌,['cách'],*
挍,['hiệu'],*
挓,['trát'],*
挪,['na'],*
挫,['toả'],*
挵,['lộng'],*
挹,['ấp'],*
挺,['đĩnh'],*
挽,['vãn'],*
捅,['thống'],*
捉,['tróc'],*
捌,['bát'],*
捏,['niết'],*
捐,['quyên'],*
捗,['duệ'],*
捘,['tuấn'],*
捨,['xả'],*
捫,['môn'],*
捺,['nại'],*
捽,['tốt'],*
掄,['luân'],*
掇,['xuyết'],*
掌,['chưởng'],*
掍,['cổn'],*
掏,['đào'],*
掐,['kháp'],*
排,['bài'],*
掖,['dịch'],*
掘,['quật'],*
掛,['quải'],*
掠,['lược'],*
掤,['băng'],*
接,['tiếp'],*
掩,['yểm'],*
掬,['cúc'],*
掮,['kiên'],*
掯,['khẳng'],*
掾,['duyện'],*
揄,['du'],*
揅,['nghiên'],*
揆,['quỹ'],*
揌,['tai'],*
揎,['tuyên'],*
描,['miêu'],*
揚,['dương'],*
換,['hoán'],*
揜,['yểm'],*
揞,['yêm'],*
揮,['huy'],*
揸,['tra'],*
揹,['bội'],*
搇,['khấm'],*
搌,['triển'],*
損,['tổn'],*
搎,['tôn'],*
搐,['súc'],*
搗,['đảo'],*
搘,['chi'],*
搛,['kiêm'],*
搞,['cảo'],*
搠,['sóc'],*
搡,['táng'],*
搢,['tấn'],*
搣,['diệt'],*
搤,['ách'],*
搨,['tháp'],*
搪,['đường'],*
搲,['oa'],*
搴,['khiên'],*
搽,['trà'],*
搾,['trá'],*
搿,['cách'],*
摀,['ô'],*
摁,['ấn'],*
摏,['thung'],*
摓,['phùng'],*
摔,['suất'],*
摘,['trích'],*
摙,['liễn'],*
摛,['si'],*
摜,['quán'],*
摞,['loa'],*
摟,['lâu'],*
摠,['tổng'],*
摩,['ma'],*
摮,['ngao'],*
摯,['chí'],*
摲,['sảm'],*
摳,['khu'],*
摹,['mô'],*
撂,['lược'],*
撃,['kích'],*
撆,['biết'],*
撇,['phiết'],*
撊,['giản'],*
撋,['nhuyên'],*
撓,['nạo'],*
撝,['huy'],*
撡,['thao'],*
撤,['triệt'],*
撦,['xả'],*
撬,['khiêu'],*
撮,['toát'],*
撳,['khấm'],*
撻,['thát'],*
撼,['hám'],*
撽,['khiếu'],*
撾,['qua'],*
擀,['cán'],*
擄,['lỗ'],*
擅,['thiện'],*
擇,['trạch'],*
擊,['kích'],*
擎,['kình'],*
擒,['cầm'],*
擓,['khối'],*
擕,['huề'],*
據,['cứ'],*
擢,['trạc'],*
擣,['đảo'],*
擥,['lãm'],*
擦,['sát'],*
擧,['cử'],*
擫,['áp'],*
擬,['nghĩ'],*
擱,['các'],*
擲,['trịch'],*
擷,['hiệt'],*
擻,['tẩu'],*
擽,['lịch'],*
擾,['nhiễu'],*
攃,['thát'],*
攄,['sư'],*
攆,['niện'],*
攈,['quấn'],*
攉,['hoắc'],*
攐,['khiên'],*
攓,['kiển'],*
攙,['sam'],*
攜,['huề'],*
攝,['nhiếp'],*
攟,['quấn'],*
攤,['than'],*
攧,['điên'],*
攩,['đảng'],*
攬,['lãm'],*
攮,['nãng'],*
支,['chi'],*
攲,['khi'],*
攷,['khảo'],*
攸,['du'],*
改,['cải'],*
攺,['cải'],*
攻,['công'],*
敁,['điêm'],*
敂,['khấu'],*
故,['cố'],*
效,['hiệu'],*
敉,['mị'],*
敍,['tự'],*
敏,['mẫn'],*
救,['cứu'],*
敓,['thoát'],*
